plz_name;Spalte1;lan_name;geo_point_2d
Kirchberg;08107;Sachsen;50.5982846262,12.5251599318
Brandenburg/ Havel;14772;Brandenburg;52.437816675,12.5000829936
Saal;18317;Mecklenburg-Vorpommern;54.3538214079,12.5286784155
Nauen;14641;Brandenburg;52.6126903825,12.822919471
Landau a.d. Isar;94405;Bayern;48.6580697519,12.7157531843
Eichendorf;94428;Bayern;48.6334199116,12.8451061781
Zwönitz;08297;Sachsen;50.6512333736,12.8314032094
Mariaposching;94553;Bayern;48.8457368652,12.8163664157
Fehrbellin, Temnitzquell, Märkisch Linden u.a.;16818;Brandenburg;52.8497648974,12.8844339245
Wesenberg;17255;Mecklenburg-Vorpommern;53.2388508937,12.985958639
Mittweida, Kriebstein;09648;Sachsen;51.0057411891,12.990360725
Lindow u.a.;16835;Brandenburg;52.9521180089,12.9812664068
Bischofswiesen;83483;Bayern;47.6621136249,12.9441072902
Chemnitz;09131;Sachsen;50.8641084979,12.9659029592
Belgern-Schildau;04874;Sachsen;51.4581571742,13.1200699334
Lohberg;93470;Bayern;49.1599854748,13.1080192572
Roßwein;04741;Sachsen;51.0784556066,13.1757344376
Kirchberg;94259;Bayern;48.8940731187,13.1855838088
Oranienburg, Mühlenbecker Land;16515;Brandenburg;52.7667569713,13.2964548251
Tettenweis;94167;Bayern;48.4332291372,13.2682988662
Birkenwerder;16547;Brandenburg;52.7022120572,13.3065033896
Berlin Charlottenburg;14057;Berlin;52.5072546484,13.2879390211
Glienicke/Nordbahn;16548;Brandenburg;52.6328613883,13.3298180205
Berlin Steglitz;12169;Berlin;52.4547930795,13.3435284559
Berlin Friedenau;12159;Berlin;52.4737001488,13.3369669527
Berlin Wedding;13347;Berlin;52.5490388807,13.3655184939
Berlin;12277;Berlin;52.4134800259,13.3751109878
Berlin Mitte;10115;Berlin;52.5321395829,13.3846772483
Riedlhütte;94566;Bayern;48.907088349,13.3837902512
Berlin Kreuzberg;10963;Berlin;52.5001781152,13.3811921754
Berlin Buckow;12349;Berlin;52.4252582629,13.4220875579
Berlin Kreuzberg;10997;Berlin;52.5009619673,13.4354819672
Berlin Prenzlauer Berg;10409;Berlin;52.5442845155,13.4414555951
Aachen;52066;Nordrhein-Westfalen;50.7576280427,6.10442503654
Wassenberg;41849;Nordrhein-Westfalen;51.1132066655,6.14509528675
Kalkar;47546;Nordrhein-Westfalen;51.7502152528,6.31136893943
Mönchengladbach;41063;Nordrhein-Westfalen;51.2023192662,6.44515158704
Nörvenich;52388;Nordrhein-Westfalen;50.8016655852,6.62914107356
Welschbillig, Igel, Aach;54298;Rheinland-Pfalz;49.9039317176,6.66662835997
Losheim;66679;Saarland;49.508083747,6.73189400752
Kerpen;50169;Nordrhein-Westfalen;50.8800313362,6.74563265824
Duisburg;47055;Nordrhein-Westfalen;51.4018135171,6.77241685469
Oberhausen;46147;Nordrhein-Westfalen;51.5465354332,6.81864047169
Düsseldorf;40472;Nordrhein-Westfalen;51.2698493805,6.82283074911
Stadtlohn;48703;Nordrhein-Westfalen;52.0021829727,6.93515136441
Mehren u.a.;54552;Rheinland-Pfalz;50.114967008,6.96434330144
Köln;51107;Nordrhein-Westfalen;50.9250083129,7.08902495071
Hagen;58091;Nordrhein-Westfalen;51.3115091847,7.51837301809
Dortmund;44145;Nordrhein-Westfalen;51.5326714739,7.48353610535
Tiefenbach u.a.;55471;Rheinland-Pfalz;49.9240396667,7.52850687703
Bergen;55608;Rheinland-Pfalz;49.7329129268,7.50081626798
Neuwied;56566;Rheinland-Pfalz;50.4511427191,7.52735622159
Dortmund;44269;Nordrhein-Westfalen;51.4866531431,7.52850537916
Mittelbrunn, Queidersbach u.a.;66851;Rheinland-Pfalz;49.372498737,7.62146962864
Hopsten;48496;Nordrhein-Westfalen;52.4058459416,7.62745111172
Schliengen;79418;Baden-Württemberg;47.7542868947,7.62754173619
Haren;49733;Niedersachsen;52.7959288685,7.20229179635
Schalkenbach, Königsfeld, Dedenbach;53426;Rheinland-Pfalz;50.4873949949,7.15241716621
Bochum;44869;Nordrhein-Westfalen;51.452942194,7.15728592019
Remagen;53424;Rheinland-Pfalz;50.5937950501,7.20537158187
Bonn;53179;Nordrhein-Westfalen;50.6618873647,7.18301546944
Dersum;26906;Niedersachsen;52.9616580802,7.24046809609
Jemgum;26844;Niedersachsen;53.2764805091,7.32643603044
Börde-Hakel;39448;Sachsen-Anhalt;51.9573274195,11.4305456143
Reichertshofen;85084;Bayern;48.6561532513,11.5004533924
Neuhaus a.d.Pegnitz;91284;Bayern;49.635396954,11.5550479383
Grünwald;82031;Bayern;48.0453975735,11.5353271424
München;80339;Bayern;48.1360812231,11.5381400497
Harsdorf;95499;Bayern;50.0334795013,11.5711273565
Karstädt, Dambeck, Klüß;19357;Mecklenburg-Vorpommern;53.1712818094,11.7081863555
Birgland;92262;Bayern;49.4340235048,11.6170382025
München;80331;Bayern;48.1359577752,11.5729321664
Marktleugast;95352;Bayern;50.1700071306,11.636986865
Riedenburg;93339;Bayern;48.9692224826,11.6907255759
München;81679;Bayern;48.1481541746,11.6084868096
Magdeburg;39104;Sachsen-Anhalt;52.1187148764,11.6364787566
Stadtroda u.a.;07646;Thüringen;50.8445825688,11.750856085
Magdeburg;39126;Sachsen-Anhalt;52.1919271287,11.6610678062
Hohenbrunn;85662;Bayern;48.0484662791,11.7173778626
Haar;85540;Bayern;48.1180527578,11.7328873444
Barby;39249;Sachsen-Anhalt;51.9700900758,11.8427783452
Bad Doberan, Bartenshagen-Parkentin u.a.;18209;Mecklenburg-Vorpommern;54.105708527,11.8820953457
Ensdorf;92266;Bayern;49.3537979925,11.871207522
Brand;95682;Bayern;49.9598409015,11.9001204671
Schmidmühlen;92287;Bayern;49.2685890234,11.9222763703
Berlin Gropiusstadt;12353;Berlin;52.4227641174,13.4589155804
Berlin Alt Treptow;12435;Berlin;52.486961971,13.4662875069
Berlin;10319;Berlin;52.4992438236,13.5184012434
Berlin Biesdorf;12683;Berlin;52.5075186899,13.5592007581
Uckerland, Groß Luckow, Schönhausen;17337;Mecklenburg-Vorpommern;53.4543273912,13.7869695288
Melchow, Chorin u.a.;16230;Brandenburg;52.7573932782,13.7604853425
Glashütte;01768;Sachsen;50.8627142922,13.7578442683
Bannewitz;01728;Sachsen;50.9814047095,13.723363865
Angermünde;16278;Brandenburg;53.0459045784,14.0076337368
Neu-Seeland, Neupetershain;03103;Brandenburg;51.6005737383,14.1338653771
Letschin;15324;Brandenburg;52.6684124114,14.3644296681
Weißenberg, Hochkirch u.a.;02627;Sachsen;51.1677666243,14.5744692281
Zittau u.a.;02763;Sachsen;50.9040282035,14.7761554333
Görlitz;02828;Sachsen;51.189649303,14.9822469226
Kirchen (Sieg);57548;Rheinland-Pfalz;50.8213817808,7.87669036293
Freiburg im Breisgau;79100;Baden-Württemberg;47.9491196161,7.86561881567
Arnsberg;59757;Nordrhein-Westfalen;51.4264729667,7.93255675814
Ennigerloh;59320;Nordrhein-Westfalen;51.8589578063,8.02546359726
Kriegsfeld;67819;Rheinland-Pfalz;49.6992823858,7.92768698622
Seelbach;77960;Baden-Württemberg;48.3050931294,7.94283171198
Steinbach, Weitersweiler, Bennhausen, Mörsfeld, Würzweiler, Ruppertsecken u.a.;67808;Rheinland-Pfalz;49.7392165098,7.92962984295
Weidenthal;67475;Rheinland-Pfalz;49.4079839204,7.98587201136
Arnsberg;59759;Nordrhein-Westfalen;51.4324561361,8.00866518253
Neuenkirchen-Vörden;49434;Niedersachsen;52.4973725046,8.10085126571
Osnabrück;49074;Niedersachsen;52.2770645371,8.05402510998
Ober-Olm;55270;Rheinland-Pfalz;49.9288625978,8.14057730763
St. Märgen;79274;Baden-Württemberg;47.9903233809,8.10108707861
Wardenburg;26203;Niedersachsen;53.0526373433,8.15567606729
Venningen;67482;Rheinland-Pfalz;49.2810186472,8.07363221207
Kleve;47533;Nordrhein-Westfalen;51.8030208693,6.12485290624
Wegberg;41844;Nordrhein-Westfalen;51.1427870334,6.24950148744
Linnich;52441;Nordrhein-Westfalen;50.9759471715,6.28227125924
Kempen;47906;Nordrhein-Westfalen;51.3784752253,6.43758365951
Tönisvorst;47918;Nordrhein-Westfalen;51.3164454294,6.45247426497
Mönchengladbach;41236;Nordrhein-Westfalen;51.164886288,6.44623021925
Mettlach;66693;Saarland;49.5018781734,6.55206073149
Krefeld;47803;Nordrhein-Westfalen;51.3487617666,6.54617373714
Krefeld;47799;Nordrhein-Westfalen;51.3364102504,6.57692961704
Neuss;41464;Nordrhein-Westfalen;51.1889190008,6.67179132054
Duisburg;47178;Nordrhein-Westfalen;51.5418967375,6.70530617674
Leiwen u.a.;54340;Rheinland-Pfalz;49.7933856109,6.77443217692
Hetzerath, Dierscheid, Heckenmünster;54523;Rheinland-Pfalz;49.8833092544,6.79681886806
Düsseldorf;40219;Nordrhein-Westfalen;51.2136009936,6.76244823361
Walsdorf, Nohn u.a.;54578;Rheinland-Pfalz;50.3297027087,6.79282268184
Düsseldorf;40215;Nordrhein-Westfalen;51.214458881,6.78416926721
Reifferscheid, Kaltenborn, Wershofen u.a.;53520;Rheinland-Pfalz;50.3392249203,6.82315366626
Euskirchen;53879;Nordrhein-Westfalen;50.676733328,6.80724052913
Düsseldorf;40229;Nordrhein-Westfalen;51.1972688799,6.84448621861
Ratingen;40882;Nordrhein-Westfalen;51.2941287499,6.89754802072
Düsseldorf;40625;Nordrhein-Westfalen;51.2313731243,6.85573562083
Köln;51063;Nordrhein-Westfalen;50.9677481172,7.005732833
Essen;45138;Nordrhein-Westfalen;51.4485132948,7.04156031247
Bad Bentheim;48455;Niedersachsen;52.295915557,7.10855476037
Friedrichsthal;66299;Saarland;49.3277864098,7.08662049483
Bonn;53177;Nordrhein-Westfalen;50.6682611373,7.12339387343
Gelsenkirchen;45889;Nordrhein-Westfalen;51.5361826929,7.11134043305
Norden;26506;Niedersachsen;53.5811981305,7.17951078388
Wuppertal;42349;Nordrhein-Westfalen;51.2073901346,7.13503706777
Herten;45699;Nordrhein-Westfalen;51.5829148359,7.14783707377
Troisdorf;53840;Nordrhein-Westfalen;50.8144270317,7.16475524867
Upgant-Schott, Osteel u.a.;26529;Niedersachsen;53.5145769995,7.2581054357
Billerbeck;48727;Nordrhein-Westfalen;51.9895834638,7.31444606808
Büchenbeuren;55491;Rheinland-Pfalz;49.9115161668,7.26898474882
Weener;26826;Niedersachsen;53.1637002062,7.33369632152
Nickenich;56645;Rheinland-Pfalz;50.4127550557,7.32313395322
Andernach;56626;Rheinland-Pfalz;50.4324175131,7.37148889138
Olfen;59399;Nordrhein-Westfalen;51.7052964586,7.37990706148
Dickenschied u.a.;55483;Rheinland-Pfalz;50.0019372901,7.35936112609
Kastellaun;56288;Rheinland-Pfalz;50.053860492,7.46065353749
Niederbreitbach;56589;Rheinland-Pfalz;50.5169676124,7.42541477282
Glan-Münchweiler;66907;Rheinland-Pfalz;49.4771367647,7.43817980502
Weisweil;79367;Baden-Württemberg;48.2017297241,7.67708214116
Inzlingen;79594;Baden-Württemberg;47.5885757897,7.7006392434
Schallodenbach;67701;Rheinland-Pfalz;49.5470181095,7.71095964185
Hargesheim;55595;Rheinland-Pfalz;49.7934421941,7.71818092151
Herschbach;56249;Rheinland-Pfalz;50.5821928421,7.74991517224
Malberg, Norken, Höchstenbach u.a.;57629;Rheinland-Pfalz;50.6323692882,7.7600650083
Schwanau;77963;Baden-Württemberg;48.3649338989,7.76396214108
Wirges, Stadt;56422;Rheinland-Pfalz;50.4675874351,7.7900480842
Freilingen, Freirachdorf u.a.;56244;Rheinland-Pfalz;50.6148613829,7.77209217142
Plettenberg;58840;Nordrhein-Westfalen;51.2101480329,7.86069605651
Willroth;56594;Rheinland-Pfalz;50.5719902714,7.52834186613
Elsterwerda;04910;Brandenburg;51.465059872,13.5219219726
Berlin;12679;Berlin;52.5492279406,13.5632512422
Zeuthen;15738;Brandenburg;52.345309018,13.6127595619
Groß Köris;15746;Brandenburg;52.1635682048,13.6920206346
Dresden;01169;Sachsen;51.0396231327,13.6666926856
Dresden;01159;Sachsen;51.0434242966,13.697700668
Neureichenau;94089;Bayern;48.7538430105,13.7655717679
Kreischa;01731;Sachsen;50.9486544728,13.7567556944
Fredersdorf-Vogelsdorf, Petershagen;15370;Brandenburg;52.5184542083,13.7638687238
Rüdersdorf;15562;Brandenburg;52.4725437533,13.796611653
Dresden;01259;Sachsen;50.995525129,13.8475627888
Dresden;01324;Sachsen;51.0601301256,13.8462512571
Ostseebad Heringsdorf;17424;Mecklenburg-Vorpommern;53.9418470651,14.1413202433
Treplin, Jacobsdorf, Frankfurt (Oder);15236;Brandenburg;52.2929920363,14.5159354038
Eurasburg;82547;Bayern;47.8345730049,11.4014314241
München;81249;Bayern;48.167233816,11.4038887966
Höhbeck;29478;Niedersachsen;53.0584567674,11.4338473229
München;81245;Bayern;48.1606831772,11.4419511313
Querfurt, Obhausen, Mücheln u.a.;06268;Sachsen-Anhalt;51.3484600024,11.6051854733
Kahla;07768;Thüringen;50.798769514,11.5501163125
Hettstedt, Endorf;06333;Sachsen-Anhalt;51.6457949104,11.4972459688
Happurg;91230;Bayern;49.4652647566,11.4913079955
Neuburg-Steinhausen, Hornstorf;23974;Mecklenburg-Vorpommern;53.9625748025,11.5661629021
Ködnitz;95361;Bayern;50.0992901408,11.5103415789
Bayreuth;95445;Bayern;49.9557352761,11.5499486039
Haimhausen;85778;Bayern;48.316023307,11.5418856112
München;80337;Bayern;48.126355112,11.5583415855
Wolnzach;85283;Bayern;48.6025712943,11.6305734227
München;81543;Bayern;48.1098770363,11.5640939023
Velburg;92355;Bayern;49.261558825,11.678528385
Garching b. München;85748;Bayern;48.2480946757,11.6395429594
Sachsenkam;83679;Bayern;47.8085881951,11.629492927
Alsleben/Saale, Plötzkau;06425;Sachsen-Anhalt;51.7222310796,11.666362991
Bad Lauchstädt;06246;Sachsen-Anhalt;51.3809839349,11.8353450567
Biederitz, Gerwisch, Menz u.a.;39175;Sachsen-Anhalt;52.136673992,11.7226310803
Nandlstadt;85405;Bayern;48.5307927167,11.8112498886
Neuching;85467;Bayern;48.2438900764,11.8336837807
Weißdorf;95237;Bayern;50.1828596379,11.8597104931
Mehlmeisel;95694;Bayern;49.9789061532,11.8692898089
Güterglück, Lindau, Deetz u.a.;39264;Sachsen-Anhalt;51.9957868358,12.1138320653
Fensterbach;92269;Bayern;49.406471561,12.0396151187
Brahmenau;07554;Thüringen;50.9230510716,12.1284597842
Kirchberg;84434;Bayern;48.4087982203,12.0623623982
Steinberg;92449;Bayern;49.2726546715,12.1744396993
Wiesau;95676;Bayern;49.9069395356,12.184566553
Pöhl;08543;Sachsen;50.5576861928,12.1978100917
Mohlsdorf-Teichwolframsdorf;07987;Thüringen;50.7009831494,12.2419977631
Hagelstadt;93095;Bayern;48.8945751518,12.2298684069
Rostock, Graal-Müritz;18181;Mecklenburg-Vorpommern;54.2421633752,12.234447083
Barbing;93092;Bayern;48.9998936444,12.2689371903
Velden;84149;Bayern;48.3690942802,12.2686981817
Görzke;14828;Brandenburg;52.1701805858,12.3314291772
Ziesar;14793;Brandenburg;52.2465505847,12.3485528567
Rimsting;83253;Bayern;47.8749112395,12.3280165002
Leipzig;04179;Sachsen;51.3444991215,12.314471807
Regis-Breitingen;04565;Sachsen;51.096995949,12.403118665
Moosthenning;84164;Bayern;48.6827053845,12.480169768
Leipzig;04289;Sachsen;51.2989571745,12.4271499732
Bad Sülze;18334;Mecklenburg-Vorpommern;54.1271421831,12.6499010788
Leipzig;04329;Sachsen;51.3576272648,12.4686721574
Naunhof;04683;Sachsen;51.2702195,12.5748040588
Töging a. Inn;84513;Bayern;48.2690652996,12.5807800519
Palling;83349;Bayern;48.0060415941,12.6491230232
Rheinsberg;16837;Brandenburg;53.1512857277,12.7523644993
Taching a. See;83373;Bayern;47.9802428078,12.7182203161
Mirow;17252;Mecklenburg-Vorpommern;53.2815410934,12.8437466522
Niederfrohna;09243;Sachsen;50.8881592542,12.732624675
Rattenberg;94371;Bayern;49.0796659161,12.7636876281
Niederwürschnitz;09399;Sachsen;50.7278574435,12.7595332554
Burgstädt;09217;Sachsen;50.9221110546,12.8042591274
Burghausen;84489;Bayern;48.1649460384,12.8154082805
Schönau;84337;Bayern;48.4931424092,12.8402334989
Chemnitz;09228;Sachsen;50.8863138631,12.8638698885
Metten;94526;Bayern;48.8562621289,12.9119956299
Dahlen;04774;Sachsen;51.3821395774,12.985599059
Winzer;94577;Bayern;48.7168223977,13.0966828904
Zschopau, Gornau;09405;Sachsen;50.7471586939,13.05716529
Stralsund;18435;Mecklenburg-Vorpommern;54.3284606273,13.0667582743
Potsdam;14480;Brandenburg;52.3742825809,13.1346615232
Griesbach i. Rottal;94086;Bayern;48.4633793188,13.1965292218
Berlin Spandau;13585;Berlin;52.5477287895,13.2049079633
Berlin Haselhorst;13599;Berlin;52.5475289508,13.2359519144
Lychen;17279;Brandenburg;53.215469558,13.3255329245
Berlin Lübars;13469;Berlin;52.6118967159,13.3417357733
Berlin Wilmersdorf;10707;Berlin;52.4965700517,13.3137336057
Schildow;16552;Brandenburg;52.6396511577,13.3692223693
Berlin;12307;Berlin;52.3888050428,13.3901948955
Wäschenbeuren;73116;Baden-Württemberg;48.7612697941,9.6886907416
Ascheffel;24358;Schleswig-Holstein;54.4220901746,9.69226234206
Rottenacker;89616;Baden-Württemberg;48.2342730527,9.68754985915
Ingoldingen;88456;Baden-Württemberg;48.0181313253,9.73207445346
Steinberg, Steinbergkirche;24972;Schleswig-Holstein;54.7685357719,9.75484938314
Großrinderfeld;97950;Baden-Württemberg;49.679351455,9.77151704015
Eckernförde;24340;Schleswig-Holstein;54.4601952317,9.82576209105
Mutlangen;73557;Baden-Württemberg;48.8333183699,9.78696003903
Hamburg;21129;Hamburg;53.5220082263,9.84811955585
Esgrus;24402;Schleswig-Holstein;54.7123506334,9.80973327087
Hammelburg;97762;Bayern;50.1038030805,9.87425735312
Göttingen;37079;Niedersachsen;51.5452508783,9.85783258298
Eisingen;97249;Bayern;49.7602102133,9.82606842213
Poppenhausen;36163;Hessen;50.4989171302,9.88620525496
Schrozberg;74575;Baden-Württemberg;49.3507748498,10.0016847914
Iggingen;73574;Baden-Württemberg;48.8353950426,9.88368614791
Hamburg;22607;Hamburg;53.568680672,9.87982716233
Veitshöchheim;97209;Bayern;49.8404808536,9.88785381636
Langwedel;24631;Schleswig-Holstein;54.2188605889,9.93436915608
Bartholomä;73566;Baden-Württemberg;48.745763771,9.98094875106
Hamburg;22767;Hamburg;53.5501561157,9.9469500917
Osdorf;24251;Schleswig-Holstein;54.4325882794,10.0145109876
Hamburg;20144;Hamburg;53.574835176,9.97755527419
Celle, Wittbeck;29229;Niedersachsen;52.678264858,10.1005642409
Altenholz;24161;Schleswig-Holstein;54.391708584,10.0997639501
Hamburg;22391;Hamburg;53.6413149716,10.0803364569
Holzheim;89291;Bayern;48.379184407,10.1106416568
Burglauer;97724;Bayern;50.2761924369,10.1594333202
Kiel;24147;Schleswig-Holstein;54.3019409246,10.1773636788
Schweinfurt;97424;Bayern;50.0350362481,10.2087763931
Sommerach;97334;Bayern;49.8420775604,10.1972339135
Gebsattel;91607;Bayern;49.3423561412,10.2143152356
Rannungen;97517;Bayern;50.1693713145,10.2038331169
Habighorst;29359;Niedersachsen;52.7041932853,10.2104297061
Hamburg;21039;Hamburg;53.4536011658,10.2668671766
Schweinfurt;97421;Bayern;50.0460586187,10.2217156666
Südeichsfeld;99988;Thüringen;51.1709653933,10.2692407409
Lachen;87760;Bayern;47.9427571721,10.2454808306
Sennfeld;97526;Bayern;50.0393512213,10.2626390104
Stödtlen;73495;Baden-Württemberg;48.9995067141,10.3163214442
Tannhausen;73497;Baden-Württemberg;48.9768729715,10.357630265
Plön;24306;Schleswig-Holstein;54.1616780676,10.4336213436
Lüneburg;21339;Niedersachsen;53.2613415646,10.3869540044
Hillerse;38543;Niedersachsen;52.4187964084,10.3926777489
Ronsberg;87671;Bayern;47.9009064718,10.4056675387
Steinhorst;29367;Niedersachsen;52.7134833312,10.4239104495
Salzgitter;38239;Niedersachsen;52.1765050412,10.4290648938
Wittislingen;89426;Bayern;48.6300500639,10.4401328753
Seebach;99846;Thüringen;50.9130779006,10.4242643378
Lehrberg;91611;Bayern;49.3585033532,10.4988033146
Haßfurt;97437;Bayern;50.0462367323,10.5069934192
Wendisch Evern;21403;Niedersachsen;53.2103287975,10.4759075638
Pfronten;87459;Bayern;47.5706123066,10.5326687341
Görisried;87657;Bayern;47.6967854122,10.4990476842
Bad Bevensen;29549;Niedersachsen;53.0732143203,10.589014971
Bertelsmann;33333;Nordrhein-Westfalen;51.8844595124,8.44292708614
Dunningen;78655;Baden-Württemberg;48.2206324758,8.4964104361
Bad Soden am Taunus;65812;Hessen;50.1522113883,8.48592119342
Wetzlar;35586;Hessen;50.5889239168,8.4934895561
